transaction_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,purchase_date,browsing_time_mins
T000328,C0058,P013,Gaming Mouse,Electronics,1,59.99,57.13,2024-07-21,13
T000329,C0058,P008,Cookbook,Books,2,24.99,50.38,2024-07-05,16
T000330,C0058,P013,Gaming Mouse,Electronics,3,59.99,174.27,2024-01-20,24
T000331,C0058,P007,Novel - Bestseller,Books,3,14.99,44.04,2024-10-25,17
T000332,C0058,P004,Yoga Mat,Sports,3,29.99,83.05,2024-07-21,12
T000333,C0058,P002,Smart Watch,Electronics,3,199.99,545.46,2024-09-25,14
T000334,C0059,P002,Smart Watch,Electronics,2,199.99,413.22,2024-05-20,19
T000335,C0059,P011,Desk Lamp,Home,1,39.99,45.71,2024-10-09,27
T000336,C0059,P007,Novel - Bestseller,Books,3,14.99,49.82,2024-01-22,40
T000337,C0059,P006,Air Fryer,Kitchen,3,69.99,197.07,2024-05-05,43
T000338,C0059,P007,Novel - Bestseller,Books,2,14.99,32.73,2024-09-05,2
T000339,C0060,P007,Novel - Bestseller,Books,1,14.99,16.82,2024-07-03,25
T000340,C0060,P008,Cookbook,Books,1,24.99,23.02,2024-04-07,38
T000341,C0060,P014,Protein Powder,Sports,2,44.99,96.24,2024-08-25,37
T000342,C0060,P012,Throw Pillow Set,Home,3,54.99,173.26,2024-09-02,19
T000343,C0060,P001,Wireless Headphones,Electronics,2,79.99,157.67,2024-05-21,6
T000344,C0060,P011,Desk Lamp,Home,1,39.99,42.83,2024-05-10,35
T000345,C0060,P011,Desk Lamp,Home,3,39.99,121.24,2024-05-24,23
T000346,C0060,P011,Desk Lamp,Home,3,39.99,110.26,2024-01-13,8
T000347,C0061,P002,Smart Watch,Electronics,2,199.99,388.5,2024-05-29,40
T000348,C0061,P001,Wireless Headphones,Electronics,1,79.99,68.37,2024-03-06,25
T000349,C0062,P007,Novel - Bestseller,Books,3,14.99,43.64,2024-07-17,34
T000350,C0062,P012,Throw Pillow Set,Home,1,54.99,56.92,2024-10-19,14
T000351,C0062,P006,Air Fryer,Kitchen,2,69.99,147.1,2024-11-09,28
T000352,C0062,P013,Gaming Mouse,Electronics,1,59.99,55.87,2024-07-21,9
T000353,C0062,P014,Protein Powder,Sports,3,44.99,136.3,2024-11-08,4
T000354,C0062,P002,Smart Watch,Electronics,3,199.99,578.1,2024-08-20,39
T000355,C0062,P004,Yoga Mat,Sports,3,29.99,96.2,2024-06-02,31
T000356,C0062,P004,Yoga Mat,Sports,2,29.99,61.1,2024-09-03,37
T000357,C0062,P004,Yoga Mat,Sports,3,29.99,81.9,2024-03-16,17
T000358,C0062,P009,Face Moisturizer,Beauty,2,34.99,68.36,2024-09-13,17
T000359,C0062,P008,Cookbook,Books,1,24.99,23.5,2024-12-16,9
T000360,C0062,P003,Running Shoes,Sports,2,89.99,165.65,2024-12-25,29
T000361,C0063,P007,Novel - Bestseller,Books,3,14.99,49.89,2024-01-03,17
T000362,C0063,P003,Running Shoes,Sports,2,89.99,161.58,2024-01-09,15
T000363,C0064,P005,Coffee Maker,Kitchen,2,49.99,98.4,2024-06-17,5
T000364,C0064,P008,Cookbook,Books,3,24.99,81.41,2024-03-27,16
T000365,C0064,P004,Yoga Mat,Sports,2,29.99,60.0,2024-09-04,43
T000366,C0064,P014,Protein Powder,Sports,2,44.99,93.43,2024-07-01,31
T000367,C0064,P015,Scented Candle,Home,2,19.99,44.39,2024-05-12,7
T000368,C0064,P002,Smart Watch,Electronics,3,199.99,564.81,2024-10-08,10
T000369,C0064,P008,Cookbook,Books,2,24.99,44.79,2024-07-04,36
T000370,C0064,P013,Gaming Mouse,Electronics,2,59.99,125.05,2024-05-22,26
T000371,C0064,P014,Protein Powder,Sports,1,44.99,49.88,2024-03-08,37
T000372,C0064,P014,Protein Powder,Sports,2,44.99,80.24,2024-09-10,17
T000373,C0064,P009,Face Moisturizer,Beauty,1,34.99,33.07,2024-04-20,36
T000374,C0064,P002,Smart Watch,Electronics,1,199.99,192.04,2024-11-19,9
T000375,C0064,P001,Wireless Headphones,Electronics,3,79.99,273.31,2024-11-19,13
T000376,C0064,P011,Desk Lamp,Home,1,39.99,45.23,2024-03-01,21
T000377,C0064,P009,Face Moisturizer,Beauty,1,34.99,30.85,2024-07-21,7
T000378,C0064,P014,Protein Powder,Sports,1,44.99,38.48,2024-07-07,3
T000379,C0065,P001,Wireless Headphones,Electronics,1,79.99,82.86,2024-04-08,16
T000380,C0065,P002,Smart Watch,Electronics,1,199.99,178.53,2024-07-12,10
T000381,C0065,P015,Scented Candle,Home,2,19.99,37.17,2024-04-30,8
T000382,C0066,P013,Gaming Mouse,Electronics,2,59.99,117.32,2024-02-16,38
T000383,C0066,P014,Protein Powder,Sports,3,44.99,132.94,2024-04-04,36
T000384,C0066,P004,Yoga Mat,Sports,3,29.99,87.65,2024-07-22,15
T000385,C0066,P003,Running Shoes,Sports,1,89.99,86.94,2024-01-12,6
T000386,C0067,P007,Novel - Bestseller,Books,1,14.99,17.13,2024-04-07,19
T000387,C0067,P008,Cookbook,Books,1,24.99,22.06,2024-06-15,12
T000388,C0067,P008,Cookbook,Books,1,24.99,27.57,2024-05-28,27
T000389,C0067,P004,Yoga Mat,Sports,2,29.99,56.83,2024-05-23,19
T000390,C0067,P014,Protein Powder,Sports,3,44.99,129.94,2024-04-17,30
T000391,C0067,P007,Novel - Bestseller,Books,1,14.99,17.04,2024-10-24,42
T000392,C0067,P015,Scented Candle,Home,1,19.99,20.94,2024-05-27,42
T000393,C0067,P001,Wireless Headphones,Electronics,2,79.99,156.99,2024-07-29,30
T000394,C0067,P003,Running Shoes,Sports,2,89.99,203.21,2024-08-30,41
T000395,C0067,P007,Novel - Bestseller,Books,3,14.99,44.91,2024-03-03,9
T000396,C0067,P001,Wireless Headphones,Electronics,1,79.99,82.72,2024-05-05,24
T000397,C0068,P007,Novel - Bestseller,Books,1,14.99,13.07,2024-07-14,25
T000398,C0068,P005,Coffee Maker,Kitchen,1,49.99,56.84,2024-01-12,22
T000399,C0068,P015,Scented Candle,Home,2,19.99,39.52,2024-01-07,37
T000400,C0069,P013,Gaming Mouse,Electronics,2,59.99,102.74,2024-12-03,33
T000401,C0069,P013,Gaming Mouse,Electronics,1,59.99,56.31,2024-05-05,41
T000402,C0069,P008,Cookbook,Books,2,24.99,46.39,2024-10-23,42
T000403,C0069,P005,Coffee Maker,Kitchen,1,49.99,50.44,2024-06-25,11
T000404,C0069,P007,Novel - Bestseller,Books,3,14.99,51.45,2024-07-15,14
T000405,C0069,P012,Throw Pillow Set,Home,3,54.99,166.0,2024-06-13,33
T000406,C0069,P012,Throw Pillow Set,Home,3,54.99,142.39,2024-04-29,18
T000407,C0069,P013,Gaming Mouse,Electronics,1,59.99,57.69,2024-06-11,15
T000408,C0069,P009,Face Moisturizer,Beauty,2,34.99,72.35,2024-08-09,23
T000409,C0069,P011,Desk Lamp,Home,3,39.99,133.9,2024-05-12,22
T000410,C0070,P012,Throw Pillow Set,Home,2,54.99,117.52,2024-07-06,8
T000411,C0070,P008,Cookbook,Books,3,24.99,70.92,2024-06-11,23
T000412,C0070,P003,Running Shoes,Sports,1,89.99,101.8,2024-03-19,30
T000413,C0070,P004,Yoga Mat,Sports,2,29.99,52.93,2024-02-14,22
T000414,C0070,P005,Coffee Maker,Kitchen,2,49.99,91.39,2024-01-31,24
T000415,C0070,P004,Yoga Mat,Sports,1,29.99,29.21,2024-08-13,38
T000416,C0070,P001,Wireless Headphones,Electronics,1,79.99,80.19,2024-05-04,20
T000417,C0070,P010,Vitamin C Serum,Beauty,1,44.99,39.51,2024-10-17,26
T000418,C0070,P012,Throw Pillow Set,Home,1,54.99,49.38,2024-07-04,43
T000419,C0070,P009,Face Moisturizer,Beauty,1,34.99,37.53,2024-05-07,4
T000420,C0070,P001,Wireless Headphones,Electronics,3,79.99,232.88,2024-07-28,43
T000421,C0071,P012,Throw Pillow Set,Home,2,54.99,94.65,2024-07-26,18
T000422,C0072,P006,Air Fryer,Kitchen,1,69.99,73.0,2024-09-10,11
T000423,C0072,P001,Wireless Headphones,Electronics,2,79.99,164.45,2024-12-06,38
T000424,C0072,P001,Wireless Headphones,Electronics,1,79.99,68.04,2024-05-14,40
T000425,C0072,P010,Vitamin C Serum,Beauty,2,44.99,80.99,2024-06-11,21
T000426,C0072,P008,Cookbook,Books,3,24.99,83.39,2024-04-01,30
T000427,C0072,P009,Face Moisturizer,Beauty,3,34.99,91.27,2024-12-16,17
T000428,C0072,P015,Scented Candle,Home,3,19.99,63.62,2024-06-27,25
T000429,C0072,P014,Protein Powder,Sports,2,44.99,98.21,2024-07-21,32
T000430,C0072,P009,Face Moisturizer,Beauty,3,34.99,104.92,2024-06-25,20
T000431,C0072,P003,Running Shoes,Sports,1,89.99,96.63,2024-07-31,39
T000432,C0072,P001,Wireless Headphones,Electronics,3,79.99,263.38,2024-09-04,20
T000433,C0072,P009,Face Moisturizer,Beauty,2,34.99,66.37,2024-07-10,34
T000434,C0072,P002,Smart Watch,Electronics,3,199.99,549.68,2024-08-06,29
T000435,C0072,P014,Protein Powder,Sports,3,44.99,155.15,2024-04-23,34
T000436,C0072,P003,Running Shoes,Sports,3,89.99,239.06,2024-06-15,7
T000437,C0072,P002,Smart Watch,Electronics,2,199.99,429.64,2024-11-13,40
T000438,C0072,P010,Vitamin C Serum,Beauty,2,44.99,92.35,2024-08-15,11
T000439,C0072,P002,Smart Watch,Electronics,3,199.99,514.69,2024-11-10,31
T000440,C0073,P011,Desk Lamp,Home,1,39.99,39.53,2024-01-15,21
T000441,C0074,P014,Protein Powder,Sports,2,44.99,78.03,2024-01-22,32
T000442,C0074,P004,Yoga Mat,Sports,1,29.99,34.1,2024-01-06,31
T000443,C0075,P007,Novel - Bestseller,Books,1,14.99,16.23,2024-08-04,10
T000444,C0075,P002,Smart Watch,Electronics,3,199.99,521.25,2024-04-04,44
T000445,C0075,P015,Scented Candle,Home,2,19.99,38.91,2024-10-28,8
T000446,C0075,P010,Vitamin C Serum,Beauty,3,44.99,124.31,2024-09-09,33
T000447,C0075,P004,Yoga Mat,Sports,3,29.99,102.48,2024-03-15,16
T000448,C0076,P010,Vitamin C Serum,Beauty,1,44.99,47.07,2024-01-30,27
T000449,C0077,P010,Vitamin C Serum,Beauty,1,44.99,41.28,2024-06-04,43
T000450,C0077,P001,Wireless Headphones,Electronics,3,79.99,243.22,2024-09-04,25
T000451,C0077,P010,Vitamin C Serum,Beauty,1,44.99,49.85,2024-09-29,44
T000452,C0077,P002,Smart Watch,Electronics,3,199.99,637.38,2024-06-13,18
T000453,C0078,P007,Novel - Bestseller,Books,2,14.99,33.24,2024-06-12,40
T000454,C0078,P011,Desk Lamp,Home,3,39.99,120.42,2024-05-31,11
T000455,C0079,P010,Vitamin C Serum,Beauty,2,44.99,80.85,2024-03-16,15
T000456,C0080,P010,Vitamin C Serum,Beauty,1,44.99,43.52,2024-09-25,36
T000457,C0080,P009,Face Moisturizer,Beauty,3,34.99,109.91,2024-02-20,26
T000458,C0080,P006,Air Fryer,Kitchen,3,69.99,227.33,2024-05-14,12
T000459,C0080,P015,Scented Candle,Home,2,19.99,35.11,2024-02-14,29
T000460,C0081,P005,Coffee Maker,Kitchen,3,49.99,155.08,2024-04-02,4
T000461,C0082,P004,Yoga Mat,Sports,2,29.99,62.05,2024-06-22,20
T000462,C0083,P011,Desk Lamp,Home,2,39.99,91.49,2024-03-15,28
T000463,C0083,P012,Throw Pillow Set,Home,1,54.99,48.28,2024-01-10,5
T000464,C0084,P006,Air Fryer,Kitchen,3,69.99,226.32,2024-05-27,12
T000465,C0084,P004,Yoga Mat,Sports,2,29.99,65.72,2024-03-09,13
T000466,C0085,P005,Coffee Maker,Kitchen,1,49.99,49.02,2024-09-13,23
T000467,C0085,P007,Novel - Bestseller,Books,1,14.99,16.37,2024-02-28,31
T000468,C0085,P003,Running Shoes,Sports,3,89.99,280.83,2024-03-01,21
T000469,C0085,P011,Desk Lamp,Home,2,39.99,75.78,2024-02-29,41
T000470,C0085,P011,Desk Lamp,Home,3,39.99,108.27,2024-03-24,10
T000471,C0086,P005,Coffee Maker,Kitchen,2,49.99,107.76,2024-02-24,37
T000472,C0087,P008,Cookbook,Books,3,24.99,66.22,2024-02-27,39
T000473,C0088,P006,Air Fryer,Kitchen,2,69.99,159.56,2024-01-11,23
T000474,C0088,P015,Scented Candle,Home,2,19.99,44.91,2024-07-16,43
T000475,C0088,P013,Gaming Mouse,Electronics,1,59.99,66.1,2024-01-06,8
T000476,C0088,P015,Scented Candle,Home,3,19.99,61.03,2024-03-15,20
T000477,C0088,P002,Smart Watch,Electronics,2,199.99,354.41,2024-06-09,37
T000478,C0088,P001,Wireless Headphones,Electronics,1,79.99,79.24,2024-01-16,26
T000479,C0088,P008,Cookbook,Books,3,24.99,65.39,2024-05-18,42
T000480,C0088,P010,Vitamin C Serum,Beauty,1,44.99,38.89,2024-02-28,5
T000481,C0089,P010,Vitamin C Serum,Beauty,3,44.99,155.03,2024-03-18,22
T000482,C0089,P002,Smart Watch,Electronics,1,199.99,185.13,2024-04-01,38
T000483,C0090,P002,Smart Watch,Electronics,3,199.99,587.45,2024-05-25,13
T000484,C0091,P009,Face Moisturizer,Beauty,1,34.99,37.12,2024-05-12,5
T000485,C0091,P004,Yoga Mat,Sports,3,29.99,80.03,2024-04-25,5
T000486,C0092,P009,Face Moisturizer,Beauty,3,34.99,102.04,2024-08-01,23
T000487,C0092,P005,Coffee Maker,Kitchen,2,49.99,95.84,2024-05-12,13
T000488,C0092,P003,Running Shoes,Sports,2,89.99,201.98,2024-01-24,20
T000489,C0092,P015,Scented Candle,Home,1,19.99,19.88,2024-07-11,41
T000490,C0092,P006,Air Fryer,Kitchen,3,69.99,206.66,2024-05-23,21
T000491,C0092,P015,Scented Candle,Home,1,19.99,20.21,2024-04-18,9
T000492,C0092,P002,Smart Watch,Electronics,1,199.99,190.32,2024-08-30,22
T000493,C0092,P015,Scented Candle,Home,1,19.99,18.3,2024-02-10,43
T000494,C0093,P004,Yoga Mat,Sports,1,29.99,25.76,2024-06-09,12
T000495,C0093,P006,Air Fryer,Kitchen,3,69.99,186.76,2024-07-15,2
T000496,C0093,P005,Coffee Maker,Kitchen,3,49.99,145.97,2024-06-24,9
T000497,C0093,P003,Running Shoes,Sports,1,89.99,84.84,2024-08-22,27
T000498,C0093,P008,Cookbook,Books,2,24.99,53.3,2024-08-28,26
T000499,C0093,P014,Protein Powder,Sports,3,44.99,143.78,2024-06-18,24
T000500,C0093,P009,Face Moisturizer,Beauty,3,34.99,116.67,2024-06-15,19
T000501,C0093,P012,Throw Pillow Set,Home,3,54.99,173.02,2024-07-01,38
T000502,C0093,P005,Coffee Maker,Kitchen,3,49.99,146.32,2024-07-15,21
T000503,C0094,P010,Vitamin C Serum,Beauty,1,44.99,38.38,2024-01-21,19
T000504,C0094,P013,Gaming Mouse,Electronics,2,59.99,106.15,2024-02-14,40
T000505,C0095,P011,Desk Lamp,Home,1,39.99,42.33,2024-01-18,13
T000506,C0095,P009,Face Moisturizer,Beauty,3,34.99,104.53,2024-01-17,16
T000507,C0096,P001,Wireless Headphones,Electronics,3,79.99,209.56,2024-07-22,10
T000508,C0096,P011,Desk Lamp,Home,2,39.99,78.69,2024-08-15,35
T000509,C0096,P014,Protein Powder,Sports,3,44.99,132.95,2024-03-02,16
T000510,C0096,P009,Face Moisturizer,Beauty,3,34.99,92.34,2024-11-04,12
T000511,C0096,P005,Coffee Maker,Kitchen,2,49.99,96.08,2024-10-28,37
T000512,C0096,P015,Scented Candle,Home,2,19.99,35.98,2024-07-01,38
T000513,C0096,P011,Desk Lamp,Home,1,39.99,44.67,2024-12-08,2
T000514,C0096,P002,Smart Watch,Electronics,3,199.99,514.55,2024-10-29,19
T000515,C0096,P015,Scented Candle,Home,3,19.99,56.57,2024-08-11,39
T000516,C0096,P003,Running Shoes,Sports,1,89.99,90.83,2024-10-12,13
T000517,C0096,P005,Coffee Maker,Kitchen,1,49.99,44.6,2024-11-14,6
T000518,C0096,P002,Smart Watch,Electronics,3,199.99,534.42,2024-10-09,27
T000519,C0096,P015,Scented Candle,Home,2,19.99,34.35,2024-07-13,28
T000520,C0096,P002,Smart Watch,Electronics,3,199.99,514.18,2024-04-25,16
T000521,C0097,P012,Throw Pillow Set,Home,1,54.99,56.75,2024-01-31,18
T000522,C0097,P009,Face Moisturizer,Beauty,2,34.99,70.85,2024-07-25,38
T000523,C0097,P003,Running Shoes,Sports,1,89.99,97.06,2024-06-02,24
T000524,C0097,P005,Coffee Maker,Kitchen,2,49.99,92.76,2024-09-30,22
T000525,C0097,P005,Coffee Maker,Kitchen,3,49.99,152.57,2024-10-21,2
T000526,C0098,P010,Vitamin C Serum,Beauty,2,44.99,91.85,2024-05-06,20
T000527,C0098,P004,Yoga Mat,Sports,3,29.99,87.14,2024-02-13,29
T000528,C0098,P012,Throw Pillow Set,Home,1,54.99,58.47,2024-07-22,20
T000529,C0098,P006,Air Fryer,Kitchen,3,69.99,235.76,2024-05-24,12
T000530,C0099,P004,Yoga Mat,Sports,2,29.99,53.66,2024-11-24,20
T000531,C0099,P011,Desk Lamp,Home,2,39.99,82.11,2024-07-05,37
T000532,C0099,P011,Desk Lamp,Home,3,39.99,109.29,2024-08-26,25
T000533,C0099,P014,Protein Powder,Sports,1,44.99,43.13,2024-05-17,18
T000534,C0099,P005,Coffee Maker,Kitchen,1,49.99,57.2,2024-06-10,19
T000535,C0099,P009,Face Moisturizer,Beauty,3,34.99,108.19,2024-09-05,5
T000536,C0099,P008,Cookbook,Books,3,24.99,66.18,2024-06-26,18
T000537,C0099,P005,Coffee Maker,Kitchen,3,49.99,141.51,2024-04-25,4
T000538,C0099,P015,Scented Candle,Home,3,19.99,62.25,2024-11-23,32
T000539,C0099,P015,Scented Candle,Home,2,19.99,39.7,2024-05-12,30
T000540,C0100,P014,Protein Powder,Sports,2,44.99,102.33,2024-11-05,36
T000541,C0100,P001,Wireless Headphones,Electronics,2,79.99,168.47,2024-11-21,41
T000542,C0100,P002,Smart Watch,Electronics,3,199.99,517.92,2024-11-10,37
T000543,C0100,P011,Desk Lamp,Home,1,39.99,42.87,2024-11-15,38
T000544,C0100,P007,Novel - Bestseller,Books,1,14.99,16.44,2024-07-22,10
T000545,C0100,P014,Protein Powder,Sports,1,44.99,49.66,2024-08-05,3
T000546,C0100,P005,Coffee Maker,Kitchen,3,49.99,149.41,2024-06-02,15
T000547,C0100,P001,Wireless Headphones,Electronics,2,79.99,137.16,2024-03-25,12
T000548,C0100,P001,Wireless Headphones,Electronics,3,79.99,249.48,2024-09-29,14
T000549,C0100,P006,Air Fryer,Kitchen,2,69.99,119.24,2024-06-20,20
T000550,C0100,P013,Gaming Mouse,Electronics,2,59.99,112.77,2024-08-09,41
T000551,C0100,P003,Running Shoes,Sports,3,89.99,297.67,2024-07-18,17
T000552,C0101,P011,Desk Lamp,Home,2,39.99,71.64,2024-03-12,28
T000553,C0101,P005,Coffee Maker,Kitchen,1,49.99,51.24,2024-06-17,40
T000554,C0101,P003,Running Shoes,Sports,2,89.99,205.84,2024-02-23,22
T000555,C0101,P012,Throw Pillow Set,Home,3,54.99,172.29,2024-08-21,23
T000556,C0101,P008,Cookbook,Books,1,24.99,26.64,2024-09-12,33
T000557,C0102,P009,Face Moisturizer,Beauty,3,34.99,106.62,2024-08-15,5
T000558,C0102,P012,Throw Pillow Set,Home,3,54.99,178.6,2024-03-16,19
T000559,C0102,P007,Novel - Bestseller,Books,3,14.99,40.36,2024-09-25,35
T000560,C0102,P009,Face Moisturizer,Beauty,2,34.99,74.63,2024-02-02,42
T000561,C0102,P001,Wireless Headphones,Electronics,1,79.99,75.61,2024-03-17,32
T000562,C0103,P002,Smart Watch,Electronics,3,199.99,658.78,2024-06-18,44
T000563,C0103,P002,Smart Watch,Electronics,1,199.99,220.55,2024-06-28,5
T000564,C0103,P015,Scented Candle,Home,2,19.99,44.68,2024-08-14,14
T000565,C0103,P012,Throw Pillow Set,Home,1,54.99,52.97,2024-08-31,13
T000566,C0103,P015,Scented Candle,Home,1,19.99,17.69,2024-05-27,24
T000567,C0103,P003,Running Shoes,Sports,1,89.99,86.96,2024-04-18,28
T000568,C0103,P009,Face Moisturizer,Beauty,3,34.99,89.36,2024-04-19,24
T000569,C0103,P001,Wireless Headphones,Electronics,1,79.99,89.0,2024-04-23,38
T000570,C0104,P014,Protein Powder,Sports,1,44.99,38.89,2024-03-07,38
T000571,C0104,P006,Air Fryer,Kitchen,3,69.99,210.0,2024-06-07,42
T000572,C0105,P010,Vitamin C Serum,Beauty,3,44.99,143.86,2024-08-22,10
T000573,C0105,P009,Face Moisturizer,Beauty,3,34.99,112.23,2024-06-17,23
T000574,C0105,P003,Running Shoes,Sports,1,89.99,96.85,2024-08-22,35
T000575,C0105,P007,Novel - Bestseller,Books,3,14.99,39.92,2024-04-28,4
T000576,C0105,P003,Running Shoes,Sports,2,89.99,187.8,2024-11-02,22
T000577,C0105,P001,Wireless Headphones,Electronics,2,79.99,145.54,2024-11-02,37
T000578,C0105,P005,Coffee Maker,Kitchen,3,49.99,144.02,2024-11-09,11
T000579,C0105,P006,Air Fryer,Kitchen,3,69.99,231.1,2024-10-08,14
T000580,C0105,P015,Scented Candle,Home,2,19.99,38.03,2024-06-18,23
T000581,C0105,P015,Scented Candle,Home,3,19.99,59.84,2024-07-15,39
T000582,C0105,P013,Gaming Mouse,Electronics,2,59.99,111.58,2024-11-13,30
T000583,C0106,P014,Protein Powder,Sports,2,44.99,76.94,2024-01-10,31
T000584,C0106,P001,Wireless Headphones,Electronics,2,79.99,144.71,2024-02-29,8
T000585,C0106,P015,Scented Candle,Home,1,19.99,19.04,2024-03-09,8
T000586,C0106,P006,Air Fryer,Kitchen,1,69.99,67.3,2024-02-18,17
T000587,C0106,P004,Yoga Mat,Sports,3,29.99,94.37,2024-03-25,14
T000588,C0106,P011,Desk Lamp,Home,3,39.99,126.29,2024-06-06,33
T000589,C0106,P004,Yoga Mat,Sports,1,29.99,30.95,2024-01-29,9
T000590,C0107,P011,Desk Lamp,Home,3,39.99,126.15,2024-08-12,5
T000591,C0107,P002,Smart Watch,Electronics,1,199.99,184.34,2024-09-15,33
T000592,C0107,P006,Air Fryer,Kitchen,2,69.99,134.34,2024-07-24,27
T000593,C0107,P013,Gaming Mouse,Electronics,2,59.99,134.24,2024-05-29,26
T000594,C0107,P009,Face Moisturizer,Beauty,1,34.99,38.26,2024-03-22,41
T000595,C0107,P015,Scented Candle,Home,3,19.99,53.92,2024-10-07,12
T000596,C0108,P014,Protein Powder,Sports,1,44.99,44.28,2024-10-27,34
T000597,C0108,P007,Novel - Bestseller,Books,3,14.99,43.0,2024-03-20,22
T000598,C0108,P010,Vitamin C Serum,Beauty,1,44.99,46.62,2024-09-16,23
T000599,C0108,P012,Throw Pillow Set,Home,2,54.99,111.52,2024-04-05,14
T000600,C0109,P003,Running Shoes,Sports,3,89.99,261.21,2024-10-23,7
T000601,C0109,P015,Scented Candle,Home,3,19.99,59.94,2024-06-26,27
T000602,C0109,P015,Scented Candle,Home,1,19.99,19.61,2024-07-26,20
T000603,C0109,P004,Yoga Mat,Sports,2,29.99,54.4,2024-07-11,30
T000604,C0109,P014,Protein Powder,Sports,1,44.99,50.98,2024-10-14,44
T000605,C0109,P003,Running Shoes,Sports,1,89.99,102.22,2024-02-17,35
T000606,C0110,P013,Gaming Mouse,Electronics,2,59.99,129.76,2024-04-27,23
T000607,C0111,P013,Gaming Mouse,Electronics,2,59.99,113.56,2024-01-18,3
T000608,C0112,P003,Running Shoes,Sports,1,89.99,80.64,2024-07-25,28
T000609,C0112,P015,Scented Candle,Home,3,19.99,59.87,2024-07-01,26
T000610,C0112,P007,Novel - Bestseller,Books,3,14.99,43.24,2024-05-03,21
T000611,C0112,P001,Wireless Headphones,Electronics,1,79.99,68.77,2024-03-09,36
T000612,C0113,P003,Running Shoes,Sports,1,89.99,82.98,2024-02-15,27
T000613,C0114,P012,Throw Pillow Set,Home,2,54.99,115.9,2024-04-18,42
T000614,C0114,P015,Scented Candle,Home,1,19.99,21.3,2024-03-03,22
T000615,C0115,P006,Air Fryer,Kitchen,2,69.99,156.31,2024-06-18,30
T000616,C0115,P013,Gaming Mouse,Electronics,1,59.99,56.31,2024-02-26,40
T000617,C0116,P015,Scented Candle,Home,3,19.99,66.01,2024-03-02,37
T000618,C0116,P007,Novel - Bestseller,Books,2,14.99,32.9,2024-11-13,35
T000619,C0116,P013,Gaming Mouse,Electronics,3,59.99,203.24,2024-06-09,32
T000620,C0116,P011,Desk Lamp,Home,1,39.99,43.18,2024-03-28,7
T000621,C0116,P014,Protein Powder,Sports,3,44.99,122.97,2024-07-22,22
T000622,C0116,P012,Throw Pillow Set,Home,3,54.99,183.91,2024-05-09,23
T000623,C0116,P013,Gaming Mouse,Electronics,3,59.99,188.77,2024-10-30,42
T000624,C0116,P004,Yoga Mat,Sports,2,29.99,65.7,2024-11-07,28
T000625,C0116,P005,Coffee Maker,Kitchen,1,49.99,48.05,2024-05-15,37
T000626,C0116,P003,Running Shoes,Sports,2,89.99,174.21,2024-10-29,22
T000627,C0116,P013,Gaming Mouse,Electronics,3,59.99,175.35,2024-04-10,43
T000628,C0116,P012,Throw Pillow Set,Home,3,54.99,153.54,2024-05-19,10
T000629,C0116,P002,Smart Watch,Electronics,2,199.99,397.8,2024-07-21,18
T000630,C0116,P007,Novel - Bestseller,Books,3,14.99,47.86,2024-10-20,22
T000631,C0116,P014,Protein Powder,Sports,1,44.99,45.18,2024-08-27,26
T000632,C0116,P001,Wireless Headphones,Electronics,1,79.99,90.38,2024-10-17,25
T000633,C0116,P014,Protein Powder,Sports,3,44.99,143.65,2024-05-27,7
T000634,C0116,P008,Cookbook,Books,3,24.99,79.35,2024-12-06,40
T000635,C0116,P004,Yoga Mat,Sports,1,29.99,27.96,2024-08-03,42
T000636,C0116,P004,Yoga Mat,Sports,1,29.99,27.41,2024-09-25,21
T000637,C0116,P014,Protein Powder,Sports,3,44.99,119.54,2024-04-06,13
T000638,C0116,P015,Scented Candle,Home,1,19.99,22.67,2024-06-15,2
T000639,C0116,P008,Cookbook,Books,2,24.99,42.72,2024-03-11,44
T000640,C0117,P006,Air Fryer,Kitchen,1,69.99,79.8,2024-01-19,20
T000641,C0117,P005,Coffee Maker,Kitchen,2,49.99,88.54,2024-04-22,36
T000642,C0118,P014,Protein Powder,Sports,3,44.99,135.03,2024-03-13,9
T000643,C0118,P013,Gaming Mouse,Electronics,2,59.99,124.47,2024-03-28,4
T000644,C0119,P014,Protein Powder,Sports,1,44.99,43.01,2024-02-29,18
T000645,C0120,P004,Yoga Mat,Sports,2,29.99,56.97,2024-05-21,3
T000646,C0121,P004,Yoga Mat,Sports,1,29.99,28.42,2024-02-06,11
T000647,C0121,P001,Wireless Headphones,Electronics,2,79.99,157.59,2024-08-15,11
T000648,C0121,P011,Desk Lamp,Home,2,39.99,91.27,2024-09-24,6
T000649,C0121,P004,Yoga Mat,Sports,1,29.99,27.2,2024-04-25,21
T000650,C0121,P007,Novel - Bestseller,Books,1,14.99,14.53,2024-03-06,4
T000651,C0121,P006,Air Fryer,Kitchen,2,69.99,139.27,2024-01-19,17
T000652,C0121,P005,Coffee Maker,Kitchen,2,49.99,105.67,2024-10-09,27
T000653,C0121,P014,Protein Powder,Sports,1,44.99,50.73,2024-03-06,21
T000654,C0121,P002,Smart Watch,Electronics,2,199.99,423.47,2024-08-31,20
T000655,C0121,P013,Gaming Mouse,Electronics,3,59.99,187.99,2024-07-19,31
T000656,C0122,P005,Coffee Maker,Kitchen,1,49.99,45.1,2024-08-26,20
